age,educational-num,capital-gain,capital-loss,hours-per-week,education,marital-status,occupation,gender,income_>50K
35,9,0,0,31,HS-grad,Divorced,Other-service,Female,0
48,10,0,0,40,Some-college,Married-civ-spouse,Transport-moving,Male,1
36,10,0,0,36,Some-college,Never-married,Sales,Female,0
32,7,0,0,50,11th,Never-married,Farming-fishing,Male,0
49,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
44,15,0,0,29,Prof-school,Married-civ-spouse,Prof-specialty,Male,1
37,9,0,0,45,HS-grad,Married-civ-spouse,Sales,Male,0
29,13,0,0,40,Bachelors,Never-married,Tech-support,Female,0
31,9,4386,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,Female,1
54,6,0,0,40,10th,Divorced,Other-service,Female,0
37,14,0,0,40,Masters,Never-married,Prof-specialty,Male,0
22,9,0,0,50,HS-grad,Married-civ-spouse,Other-service,Male,0
64,10,0,0,40,Some-college,Widowed,Tech-support,Female,0
63,9,0,0,40,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,0
37,15,0,0,55,Prof-school,Never-married,Prof-specialty,Female,1
57,9,0,0,48,HS-grad,Divorced,Transport-moving,Male,0
23,13,0,0,30,Bachelors,Never-married,Prof-specialty,Male,0
50,14,7688,0,50,Masters,Married-civ-spouse,Prof-specialty,Male,1
48,7,0,0,60,11th,Married-civ-spouse,Handlers-cleaners,Male,0
31,10,0,0,35,Some-college,Separated,Other-service,Female,0
40,14,0,0,40,Masters,Married-civ-spouse,Prof-specialty,Male,0
32,15,0,0,60,Prof-school,Never-married,Prof-specialty,Male,0
36,7,0,0,40,11th,Married-civ-spouse,,Male,0
30,9,0,0,55,HS-grad,Married-civ-spouse,Prof-specialty,Male,0
25,7,0,0,40,11th,Divorced,Sales,Female,0
46,14,0,0,40,Masters,Never-married,Prof-specialty,Female,0
42,9,0,1740,60,HS-grad,Married-civ-spouse,Craft-repair,Male,0
63,10,0,1740,40,Some-college,Married-civ-spouse,Adm-clerical,Male,0
37,10,0,0,35,Some-college,Never-married,Tech-support,Male,0
48,10,0,0,38,Some-college,Married-civ-spouse,Sales,Male,1
56,9,0,0,36,HS-grad,Married-civ-spouse,Sales,Female,0
46,4,0,0,30,7th-8th,Married-civ-spouse,Sales,Female,0
43,9,0,0,50,HS-grad,Married-civ-spouse,Sales,Male,0
27,10,0,0,40,Some-college,Never-married,Prof-specialty,Male,0
23,10,0,0,40,Some-college,Never-married,,Male,0
20,9,0,0,40,HS-grad,Never-married,Transport-moving,Male,0
35,9,0,0,40,HS-grad,Divorced,Machine-op-inspct,Female,0
57,9,0,0,50,HS-grad,Married-civ-spouse,Craft-repair,Male,0
33,11,0,0,70,Assoc-voc,Never-married,Protective-serv,Male,0
25,10,0,0,38,Some-college,Married-civ-spouse,Transport-moving,Male,0
33,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0
48,13,7443,0,45,Bachelors,Separated,Prof-specialty,Female,0
24,11,0,0,40,Assoc-voc,Never-married,Adm-clerical,Female,0
17,7,0,0,20,11th,Never-married,Transport-moving,Male,0
26,9,0,0,40,HS-grad,Never-married,Craft-repair,Female,0
42,9,0,0,40,HS-grad,Never-married,Machine-op-inspct,Female,0
33,10,0,0,40,Some-college,Married-civ-spouse,Prof-specialty,Male,0
38,9,0,0,40,HS-grad,Divorced,Sales,Female,0
34,9,0,0,40,HS-grad,Never-married,Craft-repair,Male,0
27,8,0,0,44,12th,Never-married,Other-service,Female,0
57,12,0,0,40,Assoc-acdm,Married-civ-spouse,Other-service,Male,0
18,9,0,0,3,HS-grad,Never-married,,Female,0
32,14,0,0,40,Masters,Married-civ-spouse,Prof-specialty,Male,1
43,10,0,0,40,Some-college,Married-civ-spouse,Adm-clerical,Female,0
60,3,0,0,40,5th-6th,Divorced,Machine-op-inspct,Female,0
46,10,0,0,24,Some-college,Married-civ-spouse,Prof-specialty,Male,0
33,8,0,0,40,12th,Married-civ-spouse,Machine-op-inspct,Male,0
32,10,0,0,40,Some-college,Never-married,Craft-repair,Female,0
27,10,0,0,65,Some-college,Never-married,Exec-managerial,Female,0
25,9,0,1719,16,HS-grad,Never-married,Farming-fishing,Male,0
44,14,0,0,45,Masters,Married-civ-spouse,Exec-managerial,Male,1
44,9,0,0,45,HS-grad,Divorced,Craft-repair,Male,0
22,9,0,0,25,HS-grad,Never-married,Other-service,Female,0
48,9,4386,0,45,HS-grad,Married-civ-spouse,Adm-clerical,Male,1
30,15,0,0,50,Prof-school,Never-married,Prof-specialty,Male,1
23,13,0,0,32,Bachelors,Never-married,Tech-support,Female,0
43,9,0,0,50,HS-grad,Married-civ-spouse,Farming-fishing,Male,0
66,3,0,0,50,5th-6th,Married-civ-spouse,Transport-moving,Male,0
62,9,0,0,99,HS-grad,Divorced,Priv-house-serv,Female,0
32,9,0,0,24,HS-grad,Married-civ-spouse,,Male,0
54,14,0,0,50,Masters,Married-civ-spouse,Sales,Male,0
44,16,0,0,60,Doctorate,Married-civ-spouse,Exec-managerial,Male,1
55,6,0,0,40,10th,Married-civ-spouse,Craft-repair,Male,1
21,10,0,0,29,Some-college,Never-married,Adm-clerical,Female,0
45,13,0,0,40,Bachelors,Married-civ-spouse,Prof-specialty,Male,0
41,13,0,0,56,Bachelors,Married-civ-spouse,Prof-specialty,Male,1
31,8,0,0,40,12th,Divorced,Transport-moving,Male,0
59,15,0,0,35,Prof-school,Married-civ-spouse,Prof-specialty,Male,1
23,9,0,0,40,HS-grad,Never-married,Adm-clerical,Female,0
29,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0
26,10,0,0,40,Some-college,Never-married,Machine-op-inspct,Male,0
22,9,0,0,42,HS-grad,Never-married,Exec-managerial,Female,0
47,9,0,1876,40,HS-grad,Divorced,Sales,Male,0
24,10,0,0,20,Some-college,Never-married,Adm-clerical,Female,0
20,10,0,0,40,Some-college,Never-married,Adm-clerical,Male,0
50,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
17,6,0,0,8,10th,Never-married,Other-service,Male,0
21,5,0,0,40,9th,Never-married,Transport-moving,Male,0
22,10,0,0,65,Some-college,Never-married,,Male,0
54,4,0,0,30,7th-8th,Widowed,Other-service,Male,0
31,9,0,0,40,HS-grad,Married-civ-spouse,Exec-managerial,Male,1
22,9,0,0,30,HS-grad,Never-married,Sales,Female,0
36,9,0,0,40,HS-grad,Married-civ-spouse,Transport-moving,Male,1
30,13,0,0,24,Bachelors,Never-married,Other-service,Female,0
23,10,0,0,40,Some-college,Never-married,Other-service,Male,0
76,9,0,0,13,HS-grad,Widowed,Other-service,Female,0
44,10,5178,0,40,Some-college,Married-civ-spouse,Craft-repair,Male,1
37,9,4386,0,45,HS-grad,Married-civ-spouse,Exec-managerial,Male,1
22,9,0,0,40,HS-grad,Never-married,Adm-clerical,Female,0
68,4,0,0,30,7th-8th,Married-civ-spouse,Farming-fishing,Male,0
28,9,0,0,17,HS-grad,Married-civ-spouse,,Female,0
55,9,0,0,40,HS-grad,Married-civ-spouse,Exec-managerial,Female,0
38,7,0,0,55,11th,Divorced,Transport-moving,Male,0
53,10,15024,0,40,Some-college,Married-civ-spouse,Prof-specialty,Male,1
22,9,0,0,60,HS-grad,Married-civ-spouse,Transport-moving,Male,0
40,10,0,0,50,Some-college,Married-civ-spouse,Tech-support,Male,1
40,13,0,0,40,Bachelors,Married-civ-spouse,Farming-fishing,Male,0
58,10,0,0,40,Some-college,Married-civ-spouse,Exec-managerial,Male,0
23,10,0,0,30,Some-college,Never-married,Other-service,Male,0
68,10,0,0,20,Some-college,Widowed,Other-service,Female,0
48,10,3103,0,40,Some-college,Married-civ-spouse,Sales,Male,1
48,10,0,0,40,Some-college,Married-civ-spouse,Sales,Female,0
19,10,0,0,20,Some-college,Never-married,Other-service,Male,0
23,12,0,0,30,Assoc-acdm,Never-married,Craft-repair,Male,0
45,15,0,0,50,Prof-school,Married-civ-spouse,Prof-specialty,Male,1
51,10,0,0,40,Some-college,Married-civ-spouse,Exec-managerial,Male,0
25,6,0,0,24,10th,Never-married,Priv-house-serv,Female,0
65,9,0,2246,40,HS-grad,Married-civ-spouse,Transport-moving,Male,1
52,10,0,0,36,Some-college,Married-civ-spouse,Transport-moving,Male,1
32,10,0,0,38,Some-college,Never-married,Craft-repair,Male,0
32,13,10520,0,40,Bachelors,Separated,Prof-specialty,Male,1
31,10,0,0,40,Some-college,Married-civ-spouse,Adm-clerical,Male,0
26,9,0,0,40,HS-grad,Never-married,Adm-clerical,Female,0
54,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
28,10,0,0,30,Some-college,Separated,Adm-clerical,Female,0
25,9,0,0,23,HS-grad,Never-married,Handlers-cleaners,Male,0
23,10,0,0,30,Some-college,Never-married,Sales,Female,0
35,9,0,0,30,HS-grad,Divorced,Other-service,Female,0
17,8,0,0,8,12th,Never-married,Other-service,Female,0
24,9,0,0,40,HS-grad,Married-civ-spouse,Protective-serv,Male,0
35,7,0,0,40,11th,Married-civ-spouse,Sales,Female,0
51,9,0,0,40,HS-grad,Widowed,Sales,Female,0
41,13,0,0,40,Bachelors,Married-civ-spouse,Adm-clerical,Male,0
38,7,0,0,65,11th,Divorced,Machine-op-inspct,Male,0
24,9,0,0,50,HS-grad,Separated,,Male,0
42,13,0,0,50,Bachelors,Divorced,Prof-specialty,Female,0
52,9,7298,0,50,HS-grad,Married-civ-spouse,Sales,Male,1
28,5,0,0,52,9th,Never-married,Other-service,Male,0
51,14,0,0,40,Masters,Never-married,Prof-specialty,Male,1
25,13,0,0,50,Bachelors,Never-married,Exec-managerial,Male,0
24,10,0,0,40,Some-college,Never-married,Armed-Forces,Male,0
67,14,0,0,41,Masters,Divorced,Adm-clerical,Male,0
28,5,0,0,42,9th,Married-civ-spouse,Machine-op-inspct,Male,0
48,10,0,0,50,Some-college,Widowed,Adm-clerical,Female,0
52,10,0,0,35,Some-college,Divorced,Adm-clerical,Female,0
46,10,0,0,40,Some-college,Never-married,Handlers-cleaners,Male,0
28,13,0,0,45,Bachelors,Married-civ-spouse,Prof-specialty,Female,1
54,9,0,0,35,HS-grad,Married-civ-spouse,Other-service,Female,0
24,9,0,0,45,HS-grad,Married-civ-spouse,Craft-repair,Male,0
21,9,0,0,40,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,0
17,7,0,0,20,11th,Never-married,Other-service,Female,0
30,10,0,1848,40,Some-college,Married-civ-spouse,Sales,Male,1
36,13,0,0,40,Bachelors,Married-civ-spouse,Adm-clerical,Female,1
22,9,0,0,40,HS-grad,Never-married,Adm-clerical,Female,0
35,10,0,2042,40,Some-college,Married-civ-spouse,Handlers-cleaners,Male,0
27,8,0,0,40,12th,Married-civ-spouse,Farming-fishing,Male,0
65,10,0,0,45,Some-college,Widowed,Exec-managerial,Female,0
51,9,0,0,40,HS-grad,Married-civ-spouse,Adm-clerical,Male,0
18,10,0,0,30,Some-college,Never-married,Handlers-cleaners,Male,0
28,6,0,0,35,10th,Never-married,Farming-fishing,Male,0
29,11,0,0,40,Assoc-voc,Married-civ-spouse,Adm-clerical,Male,0
27,13,0,0,55,Bachelors,Never-married,Exec-managerial,Female,0
18,9,0,0,40,HS-grad,Never-married,Adm-clerical,Female,0
50,10,0,0,40,Some-college,Married-civ-spouse,Exec-managerial,Male,1
20,9,0,0,40,HS-grad,Never-married,Craft-repair,Female,0
30,9,0,0,55,HS-grad,Married-civ-spouse,Sales,Male,0
24,11,0,0,40,Assoc-voc,Never-married,Machine-op-inspct,Female,0
46,12,0,0,36,Assoc-acdm,Never-married,Prof-specialty,Female,0
48,9,0,0,40,HS-grad,Never-married,Sales,Male,0
39,13,7688,0,40,Bachelors,Married-civ-spouse,Sales,Male,1
37,14,0,1887,15,Masters,Married-civ-spouse,Prof-specialty,Female,1
27,14,0,0,40,Masters,Never-married,Sales,Male,0
31,9,0,0,40,HS-grad,Never-married,Sales,Female,0
24,8,0,0,50,12th,Married-civ-spouse,Adm-clerical,Male,0
31,9,0,0,40,HS-grad,Married-civ-spouse,Transport-moving,Male,0
30,10,0,0,35,Some-college,Never-married,Sales,Female,0
52,4,0,0,40,7th-8th,Married-civ-spouse,Machine-op-inspct,Male,0
31,13,0,0,45,Bachelors,Never-married,Exec-managerial,Female,0
56,14,0,1977,60,Masters,Married-civ-spouse,Exec-managerial,Male,1
58,13,4787,0,40,Bachelors,Separated,Prof-specialty,Male,1
25,13,0,0,40,Bachelors,Never-married,Tech-support,Male,0
38,10,0,0,40,Some-college,Married-civ-spouse,Exec-managerial,Male,0
42,13,0,0,35,Bachelors,Never-married,Exec-managerial,Female,0
23,10,0,0,40,Some-college,Never-married,Sales,Female,0
27,13,0,0,50,Bachelors,Never-married,Prof-specialty,Male,0
34,3,0,0,40,5th-6th,Never-married,Handlers-cleaners,Male,0
65,5,0,0,40,9th,Married-civ-spouse,Exec-managerial,Male,0
31,14,0,0,40,Masters,Never-married,Tech-support,Male,0
25,13,0,0,24,Bachelors,Never-married,Other-service,Female,0
34,10,0,0,40,Some-college,Never-married,Adm-clerical,Female,0
42,12,0,0,35,Assoc-acdm,Divorced,Craft-repair,Male,0
44,9,0,0,15,HS-grad,Never-married,Sales,Female,0
37,14,0,1977,40,Masters,Married-civ-spouse,Exec-managerial,Male,1
47,9,0,0,40,HS-grad,Divorced,Prof-specialty,Female,0
40,11,0,0,50,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,1
33,13,0,0,45,Bachelors,Separated,Exec-managerial,Female,0
35,10,0,0,55,Some-college,Divorced,Machine-op-inspct,Female,0
47,9,0,0,56,HS-grad,Never-married,Machine-op-inspct,Male,0
30,10,0,0,40,Some-college,Never-married,Machine-op-inspct,Female,0
37,9,0,0,35,HS-grad,Married-civ-spouse,Tech-support,Female,0
67,13,0,2392,75,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
28,10,0,0,40,Some-college,Divorced,Exec-managerial,Female,0
61,6,0,0,40,10th,Divorced,Sales,Female,0
48,13,0,0,20,Bachelors,Widowed,Other-service,Female,0
24,9,0,0,45,HS-grad,Never-married,Machine-op-inspct,Male,0
25,9,0,0,25,HS-grad,Never-married,Exec-managerial,Male,0
33,10,0,0,40,Some-college,Divorced,Adm-clerical,Female,0
54,13,0,0,40,Bachelors,Widowed,Sales,Female,0
31,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
38,13,0,0,55,Bachelors,Married-civ-spouse,Tech-support,Male,1
29,11,0,0,40,Assoc-voc,Never-married,Craft-repair,Male,0
52,12,0,0,40,Assoc-acdm,Never-married,Machine-op-inspct,Male,0
56,9,0,0,38,HS-grad,Never-married,Adm-clerical,Female,0
43,9,0,0,70,HS-grad,Married-civ-spouse,Transport-moving,Male,1
71,3,0,0,75,5th-6th,Widowed,Priv-house-serv,Female,0
19,7,0,0,40,11th,Never-married,Other-service,Female,0
45,8,2407,0,50,12th,Married-civ-spouse,Adm-clerical,Male,0
46,9,0,0,40,HS-grad,Divorced,Prof-specialty,Female,0
34,4,0,0,45,7th-8th,Married-civ-spouse,Transport-moving,Male,0
30,13,0,0,40,Bachelors,Married-civ-spouse,Sales,Male,0
40,11,0,1977,15,Assoc-voc,Married-civ-spouse,Prof-specialty,Female,1
34,9,0,0,40,HS-grad,Never-married,,Female,0
49,15,0,0,60,Prof-school,Married-civ-spouse,Prof-specialty,Male,1
31,10,0,2051,40,Some-college,Married-civ-spouse,Adm-clerical,Male,0
35,13,0,0,45,Bachelors,Never-married,Exec-managerial,Male,0
56,13,15024,0,50,Bachelors,Married-civ-spouse,Sales,Male,1
38,10,0,0,35,Some-college,Married-civ-spouse,Farming-fishing,Male,0
59,13,0,0,55,Bachelors,Divorced,Sales,Male,1
19,9,0,0,28,HS-grad,Never-married,Sales,Female,0
67,14,0,0,99,Masters,Never-married,Prof-specialty,Male,0
63,7,0,0,40,11th,Separated,,Male,0
37,12,0,1504,40,Assoc-acdm,Divorced,Adm-clerical,Female,0
25,13,0,0,44,Bachelors,Never-married,Sales,Male,0
53,9,15024,0,60,HS-grad,Married-civ-spouse,Sales,Male,1
28,9,0,0,35,HS-grad,Divorced,Other-service,Female,0
31,4,0,0,70,7th-8th,Divorced,Handlers-cleaners,Male,0
23,10,0,0,35,Some-college,Never-married,Other-service,Female,0
33,9,0,0,40,HS-grad,Married-spouse-absent,Adm-clerical,Male,0
35,4,0,0,40,7th-8th,Married-civ-spouse,Sales,Male,0
40,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0
51,14,4787,0,35,Masters,Divorced,Prof-specialty,Male,1
27,9,0,0,40,HS-grad,Never-married,Transport-moving,Male,0
18,10,0,0,15,Some-college,Never-married,Sales,Male,0
32,10,0,0,50,Some-college,Married-civ-spouse,Farming-fishing,Male,1
29,16,0,0,60,Doctorate,Married-civ-spouse,Prof-specialty,Male,0
21,9,0,0,40,HS-grad,Never-married,Sales,Female,0
25,13,0,0,40,Bachelors,Never-married,Prof-specialty,Male,0
42,10,0,0,40,Some-college,Divorced,Prof-specialty,Female,0
36,10,0,0,40,Some-college,Divorced,Handlers-cleaners,Male,0
48,13,99999,0,50,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
28,9,0,0,40,HS-grad,Never-married,Other-service,Female,0
22,13,13550,0,55,Bachelors,Never-married,Craft-repair,Male,1
24,7,0,0,24,11th,Married-civ-spouse,,Female,0
20,10,0,0,35,Some-college,Never-married,Other-service,Male,0
18,7,0,0,8,11th,Never-married,Sales,Male,0
63,13,0,1977,32,Bachelors,Married-civ-spouse,Prof-specialty,Male,1
18,10,0,0,8,Some-college,Never-married,Other-service,Male,0
47,16,0,0,50,Doctorate,Married-civ-spouse,Prof-specialty,Male,1
90,9,2964,0,12,HS-grad,Never-married,Exec-managerial,Male,0
43,10,0,0,45,Some-college,Divorced,Adm-clerical,Male,0
41,10,0,1617,35,Some-college,Never-married,Adm-clerical,Male,0
44,10,0,0,56,Some-college,Married-civ-spouse,Craft-repair,Male,1
37,13,0,0,40,Bachelors,Never-married,Adm-clerical,Female,0
28,11,0,0,40,Assoc-voc,Married-civ-spouse,Craft-repair,Male,0
31,7,0,0,40,11th,Married-civ-spouse,Protective-serv,Male,0
42,15,99999,0,50,Prof-school,Married-civ-spouse,Prof-specialty,Male,1
31,9,0,0,60,HS-grad,Married-civ-spouse,Craft-repair,Male,0
56,9,0,0,40,HS-grad,Married-civ-spouse,Exec-managerial,Male,0
46,14,0,0,41,Masters,Married-civ-spouse,Prof-specialty,Male,0
43,14,0,0,40,Masters,Divorced,Other-service,Female,0
22,6,0,0,40,10th,Never-married,Machine-op-inspct,Male,0
44,13,0,0,40,Bachelors,Never-married,Prof-specialty,Male,0
38,10,0,0,60,Some-college,Married-civ-spouse,Machine-op-inspct,Male,0
60,9,0,0,42,HS-grad,Never-married,Farming-fishing,Male,0
38,13,3103,0,60,Bachelors,Married-civ-spouse,Prof-specialty,Male,1
22,6,0,0,30,10th,Never-married,Craft-repair,Male,0
33,13,0,0,46,Bachelors,Never-married,Prof-specialty,Female,0
20,10,0,0,40,Some-college,Never-married,Sales,Female,0
50,4,0,0,40,7th-8th,Married-civ-spouse,Craft-repair,Male,0
45,12,0,0,40,Assoc-acdm,Married-civ-spouse,Adm-clerical,Male,1
40,14,0,0,60,Masters,Married-civ-spouse,Prof-specialty,Male,0
52,14,0,0,50,Masters,Never-married,Prof-specialty,Female,0
36,13,0,1887,50,Bachelors,Married-civ-spouse,Prof-specialty,Male,1
35,13,0,0,40,Bachelors,Married-civ-spouse,Transport-moving,Male,0
26,10,0,0,40,Some-college,Married-civ-spouse,Adm-clerical,Male,0
23,9,0,0,40,HS-grad,Never-married,Craft-repair,Male,0
40,9,0,0,40,HS-grad,Never-married,Craft-repair,Male,0
18,9,0,0,30,HS-grad,Never-married,Other-service,Male,0
47,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,1
33,13,0,0,50,Bachelors,Married-civ-spouse,Sales,Male,1
21,10,0,0,11,Some-college,Never-married,Other-service,Female,0
56,9,0,0,20,HS-grad,Married-civ-spouse,Farming-fishing,Male,0
27,13,0,1876,40,Bachelors,Never-married,Exec-managerial,Male,0
52,9,0,0,36,HS-grad,Married-civ-spouse,Sales,Male,0
31,11,0,0,50,Assoc-voc,Married-civ-spouse,Sales,Male,0
36,9,8614,0,45,HS-grad,Divorced,Transport-moving,Male,1
23,13,0,1719,40,Bachelors,Never-married,Machine-op-inspct,Female,0
47,9,0,0,40,HS-grad,Divorced,Craft-repair,Female,0
41,9,0,0,40,HS-grad,Married-civ-spouse,Adm-clerical,Female,0
32,10,0,0,50,Some-college,Married-civ-spouse,Handlers-cleaners,Male,1
27,9,0,0,40,HS-grad,Never-married,Exec-managerial,Female,0
39,12,15024,0,50,Assoc-acdm,Married-civ-spouse,Prof-specialty,Male,1
60,9,0,0,40,HS-grad,Divorced,Adm-clerical,Female,0
21,9,0,0,40,HS-grad,Never-married,Handlers-cleaners,Male,0
21,9,0,0,1,HS-grad,Never-married,Machine-op-inspct,Male,0
24,4,2105,0,50,7th-8th,Married-civ-spouse,Farming-fishing,Male,0
53,10,0,0,47,Some-college,Married-civ-spouse,Craft-repair,Male,1
76,9,0,0,25,HS-grad,Widowed,,Female,0
21,9,0,0,40,HS-grad,Never-married,Other-service,Male,0
56,13,0,0,60,Bachelors,Married-civ-spouse,Exec-managerial,Male,0
30,9,0,0,60,HS-grad,Married-civ-spouse,Craft-repair,Male,0
22,10,0,0,30,Some-college,Never-married,Craft-repair,Male,0
41,9,0,0,40,HS-grad,Never-married,Transport-moving,Male,0
40,8,0,0,40,12th,Married-civ-spouse,Exec-managerial,Male,0
31,12,0,0,40,Assoc-acdm,Divorced,Prof-specialty,Female,0
22,9,0,0,3,HS-grad,Married-spouse-absent,Other-service,Female,0
48,5,0,0,40,9th,Widowed,Transport-moving,Male,1
61,10,0,0,40,Some-college,Married-civ-spouse,Tech-support,Female,1
76,15,0,1258,20,Prof-school,Married-civ-spouse,,Male,0
51,9,0,0,55,HS-grad,Married-civ-spouse,Farming-fishing,Male,1
43,10,0,880,42,Some-college,Divorced,Sales,Female,0
57,3,0,0,40,5th-6th,Married-civ-spouse,Other-service,Male,0
57,13,0,0,45,Bachelors,Divorced,Exec-managerial,Female,1
28,10,0,1848,50,Some-college,Married-civ-spouse,Exec-managerial,Male,1
41,10,0,0,40,Some-college,Married-civ-spouse,Sales,Male,0
28,9,0,0,40,HS-grad,Married-spouse-absent,Machine-op-inspct,Male,0
19,9,0,0,40,HS-grad,Never-married,Adm-clerical,Female,0
24,13,0,0,60,Bachelors,Never-married,Sales,Male,0
31,12,0,0,40,Assoc-acdm,Never-married,Prof-specialty,Male,0
34,7,0,0,72,11th,Married-civ-spouse,Farming-fishing,Male,0
46,2,0,0,40,1st-4th,Married-civ-spouse,Handlers-cleaners,Male,0
48,11,0,0,40,Assoc-voc,Married-civ-spouse,Craft-repair,Male,1
44,13,5013,0,45,Bachelors,Married-civ-spouse,Exec-managerial,Male,0
40,12,0,1977,60,Assoc-acdm,Married-civ-spouse,Tech-support,Male,1
25,10,0,0,40,Some-college,Never-married,Machine-op-inspct,Male,0
42,10,0,0,40,Some-college,Married-civ-spouse,Craft-repair,Male,0
30,10,0,0,40,Some-college,Married-civ-spouse,Sales,Female,0
43,9,0,0,40,HS-grad,Separated,Exec-managerial,Female,0
29,9,0,0,35,HS-grad,Married-civ-spouse,Other-service,Male,0
24,10,0,0,40,Some-college,Never-married,Craft-repair,Male,0
23,11,0,0,40,Assoc-voc,Separated,Exec-managerial,Female,0
40,14,0,1902,48,Masters,Married-civ-spouse,Prof-specialty,Male,1
17,8,0,0,25,12th,Never-married,Handlers-cleaners,Male,0
34,10,0,0,40,Some-college,Married-AF-spouse,Adm-clerical,Female,1
20,10,0,0,40,Some-college,Never-married,,Male,0
36,10,0,0,40,Some-college,Never-married,Machine-op-inspct,Male,0
25,5,0,0,40,9th,Married-civ-spouse,Handlers-cleaners,Male,0
26,10,0,0,40,Some-college,Never-married,,Male,0
43,15,0,0,30,Prof-school,Married-civ-spouse,Prof-specialty,Male,1
52,9,0,0,45,HS-grad,Married-civ-spouse,,Male,0
62,10,0,0,40,Some-college,Married-civ-spouse,Sales,Male,0
20,10,0,0,20,Some-college,Never-married,Exec-managerial,Female,0
39,13,0,0,50,Bachelors,Married-civ-spouse,Sales,Male,1
46,14,99999,0,60,Masters,Married-civ-spouse,Exec-managerial,Male,1
40,14,0,0,40,Masters,Married-civ-spouse,Exec-managerial,Male,1
46,13,15024,0,60,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
23,10,0,0,50,Some-college,Never-married,Adm-clerical,Male,0
29,13,0,0,50,Bachelors,Never-married,Prof-specialty,Male,0
17,6,0,0,12,10th,Never-married,Sales,Male,0
77,16,0,0,4,Doctorate,Married-spouse-absent,Prof-specialty,Male,1
55,13,0,0,50,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
45,9,0,0,50,HS-grad,Married-civ-spouse,Transport-moving,Male,0
39,9,0,0,50,HS-grad,Divorced,Tech-support,Female,0
49,13,1506,0,35,Bachelors,Widowed,Prof-specialty,Female,0
63,10,0,0,48,Some-college,Married-civ-spouse,Adm-clerical,Male,0
24,3,0,0,40,5th-6th,Never-married,Farming-fishing,Male,0
56,9,0,0,40,HS-grad,Divorced,Other-service,Female,0
23,13,0,0,30,Bachelors,Never-married,Exec-managerial,Male,0
44,13,0,0,12,Bachelors,Divorced,Adm-clerical,Male,0
34,15,10520,0,40,Prof-school,Never-married,Prof-specialty,Female,1
